RUA	NÚMERO	REGIÃO	COMPLEMENTO
142	32	Cruzeiro	
142	33	Cruzeiro	
142	34	Cruzeiro	
142	35	Cruzeiro	
142	36	Cruzeiro	
142	37	Cruzeiro	
142	38	Cruzeiro	
142	39	Cruzeiro	
142	40	Cruzeiro	
143	1	Cruzeiro	
143	2	Cruzeiro	
143	3	Cruzeiro	
143	4	Cruzeiro	
143	5	Cruzeiro	
143	6	Cruzeiro	
143	7	Cruzeiro	
143	8	Cruzeiro	
143	9	Cruzeiro	
143	10	Cruzeiro	
143	11	Cruzeiro	
143	12	Cruzeiro	
143	13	Cruzeiro	
143	14	Cruzeiro	
143	15	Cruzeiro	
143	16	Cruzeiro	
143	17	Cruzeiro	
143	18	Cruzeiro	
143	19	Cruzeiro	
143	20	Cruzeiro	
143	21	Cruzeiro	
143	22	Cruzeiro	
143	23	Cruzeiro	
143	24	Cruzeiro	
143	25	Cruzeiro	
143	26	Cruzeiro	
143	27	Cruzeiro	
143	28	Cruzeiro	
143	29	Cruzeiro	
143	30	Cruzeiro	
143	31	Cruzeiro	
143	32	Cruzeiro	
143	33	Cruzeiro	
143	34	Cruzeiro	
143	35	Cruzeiro	
143	36	Cruzeiro	
143	37	Cruzeiro	
143	38	Cruzeiro	
143	39	Cruzeiro	
143	40	Cruzeiro	
144	1	Cruzeiro	
144	2	Cruzeiro	
144	3	Cruzeiro	
144	4	Cruzeiro	
144	5	Cruzeiro	
144	6	Cruzeiro	
144	7	Cruzeiro	
144	8	Cruzeiro	
144	9	Cruzeiro	
144	10	Cruzeiro	
144	11	Cruzeiro	
144	12	Cruzeiro	
144	13	Cruzeiro	
144	14	Cruzeiro	
144	15	Cruzeiro	
144	16	Cruzeiro	
144	17	Cruzeiro	
144	18	Cruzeiro	
144	19	Cruzeiro	
144	20	Cruzeiro	
144	21	Cruzeiro	
144	22	Cruzeiro	
144	23	Cruzeiro	
144	24	Cruzeiro	
144	25	Cruzeiro	
144	26	Cruzeiro	
144	27	Cruzeiro	
144	28	Cruzeiro	
144	29	Cruzeiro	
144	30	Cruzeiro	
144	31	Cruzeiro	
144	32	Cruzeiro	
144	33	Cruzeiro	
144	34	Cruzeiro	
144	35	Cruzeiro	
144	36	Cruzeiro	
144	37	Cruzeiro	
144	38	Cruzeiro	
144	39	Cruzeiro	
144	40	Cruzeiro	
145	1	Cruzeiro	
145	2	Cruzeiro	
145	3	Cruzeiro	
145	4	Cruzeiro	
145	5	Cruzeiro	
145	6	Cruzeiro	
145	7	Cruzeiro	
145	8	Cruzeiro	
145	9	Cruzeiro	
145	10	Cruzeiro	
145	11	Cruzeiro	
145	12	Cruzeiro	
145	13	Cruzeiro	
145	14	Cruzeiro	
145	15	Cruzeiro	
145	16	Cruzeiro	
145	17	Cruzeiro	
145	18	Cruzeiro	
145	19	Cruzeiro	
145	20	Cruzeiro	
145	21	Cruzeiro	
145	22	Cruzeiro	
145	23	Cruzeiro	
145	24	Cruzeiro	
145	25	Cruzeiro	
145	26	Cruzeiro	
145	27	Cruzeiro	
145	28	Cruzeiro	
145	29	Cruzeiro	
145	30	Cruzeiro	
145	31	Cruzeiro	
145	32	Cruzeiro	
145	33	Cruzeiro	
145	34	Cruzeiro	
145	35	Cruzeiro	
145	36	Cruzeiro	
145	37	Cruzeiro	
145	38	Cruzeiro	
145	39	Cruzeiro	
145	40	Cruzeiro	
146	1	Cruzeiro	
146	2	Cruzeiro	
146	3	Cruzeiro	
146	4	Cruzeiro	
146	5	Cruzeiro	
146	6	Cruzeiro	
146	7	Cruzeiro	
146	8	Cruzeiro	
146	9	Cruzeiro	
146	10	Cruzeiro	
146	11	Cruzeiro	
146	12	Cruzeiro	
146	13	Cruzeiro	
146	14	Cruzeiro	
146	15	Cruzeiro	
146	16	Cruzeiro	
146	17	Cruzeiro	
146	18	Cruzeiro	
146	19	Cruzeiro	
146	20	Cruzeiro	
146	21	Cruzeiro	
146	22	Cruzeiro	
146	23	Cruzeiro	
146	24	Cruzeiro	
146	25	Cruzeiro	
146	26	Cruzeiro	
146	27	Cruzeiro	
146	28	Cruzeiro	
146	29	Cruzeiro	
146	30	Cruzeiro	
146	31	Cruzeiro	
146	32	Cruzeiro	
146	33	Cruzeiro	
146	34	Cruzeiro	
146	35	Cruzeiro	
146	36	Cruzeiro	
146	37	Cruzeiro	
146	38	Cruzeiro	
146	39	Cruzeiro	
146	40	Cruzeiro	
147	1	Cruzeiro	
147	2	Cruzeiro	
147	3	Cruzeiro	
147	4	Cruzeiro	
147	5	Cruzeiro	
147	6	Cruzeiro	
147	7	Cruzeiro	
147	8	Cruzeiro	
147	9	Cruzeiro	
147	10	Cruzeiro	
147	11	Cruzeiro	
147	12	Cruzeiro	
147	13	Cruzeiro	
147	14	Cruzeiro	
147	15	Cruzeiro	
147	16	Cruzeiro	
147	17	Cruzeiro	
147	18	Cruzeiro	
147	19	Cruzeiro	
147	20	Cruzeiro	
147	21	Cruzeiro	
147	22	Cruzeiro	
147	23	Cruzeiro	
147	24	Cruzeiro	
147	25	Cruzeiro	
147	26	Cruzeiro	
147	27	Cruzeiro	
147	28	Cruzeiro	
147	29	Cruzeiro	
147	30	Cruzeiro	
147	31	Cruzeiro	
147	32	Cruzeiro	
147	33	Cruzeiro	
147	34	Cruzeiro	
147	35	Cruzeiro	
147	36	Cruzeiro	
147	37	Cruzeiro	
147	38	Cruzeiro	
147	39	Cruzeiro	
147	40	Cruzeiro	
174	1	Cruzeiro	
174	2	Cruzeiro	
174	3	Cruzeiro	
174	4	Cruzeiro	
174	5	Cruzeiro	
174	6	Cruzeiro	
174	7	Cruzeiro	
174	8	Cruzeiro	
174	9	Cruzeiro	
174	10	Cruzeiro	
174	11	Cruzeiro	
174	12	Cruzeiro	
174	13	Cruzeiro	
174	14	Cruzeiro	
174	15	Cruzeiro	
174	16	Cruzeiro	
174	17	Cruzeiro	
174	18	Cruzeiro	
174	19	Cruzeiro	
174	20	Cruzeiro	
174	21	Cruzeiro	
174	22	Cruzeiro	
174	23	Cruzeiro	
174	24	Cruzeiro	
174	25	Cruzeiro	
174	26	Cruzeiro	
174	27	Cruzeiro	
174	28	Cruzeiro	
174	29	Cruzeiro	
174	30	Cruzeiro	
174	31	Cruzeiro	
174	32	Cruzeiro	
174	33	Cruzeiro	
174	34	Cruzeiro	
174	35	Cruzeiro	
174	36	Cruzeiro	
174	37	Cruzeiro	
174	38	Cruzeiro	
174	39	Cruzeiro	
174	40	Cruzeiro	
175	1	Cruzeiro	
175	2	Cruzeiro	
175	3	Cruzeiro	
175	4	Cruzeiro	
175	5	Cruzeiro	
175	6	Cruzeiro	
175	7	Cruzeiro	
175	8	Cruzeiro	
175	9	Cruzeiro	
175	10	Cruzeiro	
175	11	Cruzeiro	
175	12	Cruzeiro	
175	13	Cruzeiro	
175	14	Cruzeiro	
175	15	Cruzeiro	
175	16	Cruzeiro	
175	17	Cruzeiro	
175	18	Cruzeiro	
175	19	Cruzeiro	
175	20	Cruzeiro	
175	21	Cruzeiro	
175	22	Cruzeiro	
175	23	Cruzeiro	
175	24	Cruzeiro	
175	25	Cruzeiro	
175	26	Cruzeiro	
175	27	Cruzeiro	
175	28	Cruzeiro	
175	29	Cruzeiro	
175	30	Cruzeiro	
175	31	Cruzeiro	
175	32	Cruzeiro	
175	33	Cruzeiro	
175	34	Cruzeiro	
175	35	Cruzeiro	
175	36	Cruzeiro	
175	37	Cruzeiro	
175	38	Cruzeiro	
175	39	Cruzeiro	
175	40	Cruzeiro	
176	1	Cruzeiro	
176	2	Cruzeiro	
176	3	Cruzeiro	
176	4	Cruzeiro	
176	5	Cruzeiro	
176	6	Cruzeiro	
176	7	Cruzeiro	
176	8	Cruzeiro	
176	9	Cruzeiro	
176	10	Cruzeiro	
176	11	Cruzeiro	
176	12	Cruzeiro	
176	13	Cruzeiro	
176	14	Cruzeiro	
176	15	Cruzeiro	
176	16	Cruzeiro	
176	17	Cruzeiro	
176	18	Cruzeiro	
176	19	Cruzeiro	
176	20	Cruzeiro	
176	21	Cruzeiro	
176	22	Cruzeiro	
176	23	Cruzeiro	
176	24	Cruzeiro	
176	25	Cruzeiro	
176	26	Cruzeiro	
176	27	Cruzeiro	
176	28	Cruzeiro	
176	29	Cruzeiro	
176	30	Cruzeiro	
176	31	Cruzeiro	
176	32	Cruzeiro	
176	33	Cruzeiro	
176	34	Cruzeiro	
176	35	Cruzeiro	
176	36	Cruzeiro	
176	37	Cruzeiro	
176	38	Cruzeiro	
176	39	Cruzeiro	
176	40	Cruzeiro	
177	1	Cruzeiro	
177	2	Cruzeiro	
177	3	Cruzeiro	
177	4	Cruzeiro	
177	5	Cruzeiro	
177	6	Cruzeiro	
177	7	Cruzeiro	
177	8	Cruzeiro	
177	9	Cruzeiro	
177	10	Cruzeiro	
177	11	Cruzeiro	
177	12	Cruzeiro	
177	13	Cruzeiro	
177	14	Cruzeiro	
177	15	Cruzeiro	
177	16	Cruzeiro	
177	17	Cruzeiro	
177	18	Cruzeiro	
177	19	Cruzeiro	
177	20	Cruzeiro	
177	21	Cruzeiro	
177	22	Cruzeiro	
177	23	Cruzeiro	
177	24	Cruzeiro	
177	25	Cruzeiro	
177	26	Cruzeiro	
177	27	Cruzeiro	
177	28	Cruzeiro	
177	29	Cruzeiro	
177	30	Cruzeiro	
177	31	Cruzeiro	
177	32	Cruzeiro	
177	33	Cruzeiro	
177	34	Cruzeiro	
177	35	Cruzeiro	
177	36	Cruzeiro	
177	37	Cruzeiro	
177	38	Cruzeiro	
177	39	Cruzeiro	
177	40	Cruzeiro	
178	1	Cruzeiro	
178	2	Cruzeiro	
178	3	Cruzeiro	
178	4	Cruzeiro	
178	5	Cruzeiro	
178	6	Cruzeiro	
178	7	Cruzeiro	
178	8	Cruzeiro	
178	9	Cruzeiro	
178	10	Cruzeiro	
178	11	Cruzeiro	
178	12	Cruzeiro	
178	13	Cruzeiro	
178	14	Cruzeiro	
178	15	Cruzeiro	
178	16	Cruzeiro	
178	17	Cruzeiro	
178	18	Cruzeiro	
178	19	Cruzeiro	
178	20	Cruzeiro	
178	21	Cruzeiro	
178	22	Cruzeiro	
178	23	Cruzeiro	
178	24	Cruzeiro	
178	25	Cruzeiro	
178	26	Cruzeiro	
178	27	Cruzeiro	
178	28	Cruzeiro	
178	29	Cruzeiro	
178	30	Cruzeiro	
178	31	Cruzeiro	
178	32	Cruzeiro	
178	33	Cruzeiro	
178	34	Cruzeiro	
178	35	Cruzeiro	
178	36	Cruzeiro	
178	37	Cruzeiro	
178	38	Cruzeiro	
178	39	Cruzeiro	
178	40	Cruzeiro	
179	1	Cruzeiro	
179	2	Cruzeiro	
179	3	Cruzeiro	
179	4	Cruzeiro	
179	5	Cruzeiro	
179	6	Cruzeiro	
179	7	Cruzeiro	
179	8	Cruzeiro	
179	9	Cruzeiro	
179	10	Cruzeiro	
179	11	Cruzeiro	
179	12	Cruzeiro	
179	13	Cruzeiro	
179	14	Cruzeiro	
179	15	Cruzeiro	
179	16	Cruzeiro	
179	17	Cruzeiro	
179	18	Cruzeiro	
179	19	Cruzeiro	
179	20	Cruzeiro	
179	21	Cruzeiro	
179	22	Cruzeiro	
179	23	Cruzeiro	
179	24	Cruzeiro	
179	25	Cruzeiro	
179	26	Cruzeiro	
179	27	Cruzeiro	
179	28	Cruzeiro	
179	29	Cruzeiro	
179	30	Cruzeiro	
179	31	Cruzeiro	
179	32	Cruzeiro	
179	33	Cruzeiro	
179	34	Cruzeiro	
179	35	Cruzeiro	
179	36	Cruzeiro	
179	37	Cruzeiro	
179	38	Cruzeiro	
179	39	Cruzeiro	
179	40	Cruzeiro	
180	1	Cruzeiro	
180	2	Cruzeiro	
180	3	Cruzeiro	
180	4	Cruzeiro	
180	5	Cruzeiro	
180	6	Cruzeiro	
180	7	Cruzeiro	
180	8	Cruzeiro	
180	9	Cruzeiro	
180	10	Cruzeiro	
180	11	Cruzeiro	
180	12	Cruzeiro	
180	13	Cruzeiro	
180	14	Cruzeiro	
180	15	Cruzeiro	
180	16	Cruzeiro	
180	17	Cruzeiro	
180	18	Cruzeiro	
180	19	Cruzeiro	
180	20	Cruzeiro	
180	21	Cruzeiro	
180	22	Cruzeiro	
180	23	Cruzeiro	
180	24	Cruzeiro	
180	25	Cruzeiro	
180	26	Cruzeiro	
180	27	Cruzeiro	
180	28	Cruzeiro	
180	29	Cruzeiro	
180	30	Cruzeiro	
180	31	Cruzeiro	
180	32	Cruzeiro	
180	33	Cruzeiro	
180	34	Cruzeiro	
180	35	Cruzeiro	
180	36	Cruzeiro	
180	37	Cruzeiro	
180	38	Cruzeiro	
180	39	Cruzeiro	
180	40	Cruzeiro	
181	1	Cruzeiro	
181	2	Cruzeiro	
181	3	Cruzeiro	
181	4	Cruzeiro	
181	5	Cruzeiro	
181	6	Cruzeiro	
181	7	Cruzeiro	
181	8	Cruzeiro	
181	9	Cruzeiro	
181	10	Cruzeiro	
181	11	Cruzeiro	
181	12	Cruzeiro	
181	13	Cruzeiro	
181	14	Cruzeiro	
181	15	Cruzeiro	
181	16	Cruzeiro	
181	17	Cruzeiro	
181	18	Cruzeiro	
181	19	Cruzeiro	
181	20	Cruzeiro	
181	21	Cruzeiro	
181	22	Cruzeiro	
181	23	Cruzeiro	
181	24	Cruzeiro	
181	25	Cruzeiro	
181	26	Cruzeiro	
181	27	Cruzeiro	
181	28	Cruzeiro	
181	29	Cruzeiro	
181	30	Cruzeiro	
181	31	Cruzeiro	
181	32	Cruzeiro	
181	33	Cruzeiro	
181	34	Cruzeiro	
181	35	Cruzeiro	
181	36	Cruzeiro	
181	37	Cruzeiro	
181	38	Cruzeiro	
181	39	Cruzeiro	
181	40	Cruzeiro	
182	1	Cruzeiro	
182	2	Cruzeiro	
182	3	Cruzeiro	
182	4	Cruzeiro	
182	5	Cruzeiro	
182	6	Cruzeiro	
182	7	Cruzeiro	
182	8	Cruzeiro	
182	9	Cruzeiro	
182	10	Cruzeiro	
182	11	Cruzeiro	
182	12	Cruzeiro	
182	13	Cruzeiro	
182	14	Cruzeiro	
182	15	Cruzeiro	
182	16	Cruzeiro	
182	17	Cruzeiro	
182	18	Cruzeiro	
182	19	Cruzeiro	
182	20	Cruzeiro	
182	21	Cruzeiro	
182	22	Cruzeiro	
182	23	Cruzeiro	
182	24	Cruzeiro	
182	25	Cruzeiro	
182	26	Cruzeiro	
182	27	Cruzeiro	
182	28	Cruzeiro	
182	29	Cruzeiro	
182	30	Cruzeiro	
182	31	Cruzeiro	
182	32	Cruzeiro	
182	33	Cruzeiro	
182	34	Cruzeiro	
182	35	Cruzeiro	
182	36	Cruzeiro	
182	37	Cruzeiro	
182	38	Cruzeiro	
182	39	Cruzeiro	
182	40	Cruzeiro	
183	1	Cruzeiro	
183	2	Cruzeiro	
183	3	Cruzeiro	
183	4	Cruzeiro	
183	5	Cruzeiro	
183	6	Cruzeiro	
183	7	Cruzeiro	
183	8	Cruzeiro	
183	9	Cruzeiro	
183	10	Cruzeiro	
183	11	Cruzeiro	
183	12	Cruzeiro	
183	13	Cruzeiro	
183	14	Cruzeiro	
183	15	Cruzeiro	
183	16	Cruzeiro	
183	17	Cruzeiro	
183	18	Cruzeiro	
183	19	Cruzeiro	
183	20	Cruzeiro	
183	21	Cruzeiro	
183	22	Cruzeiro	
183	23	Cruzeiro	
183	24	Cruzeiro	
183	25	Cruzeiro	
183	26	Cruzeiro	
183	27	Cruzeiro	
183	28	Cruzeiro	
183	29	Cruzeiro	
183	30	Cruzeiro	
183	31	Cruzeiro	
183	32	Cruzeiro	
183	33	Cruzeiro	
183	34	Cruzeiro	
183	35	Cruzeiro	
183	36	Cruzeiro	
183	37	Cruzeiro	
183	38	Cruzeiro	
183	39	Cruzeiro	
183	40	Cruzeiro	
184	1	Cruzeiro	
184	2	Cruzeiro	
184	3	Cruzeiro	
184	4	Cruzeiro	
184	5	Cruzeiro	
184	6	Cruzeiro	
184	7	Cruzeiro	
184	8	Cruzeiro	
184	9	Cruzeiro	
184	10	Cruzeiro	
184	11	Cruzeiro	
184	12	Cruzeiro	
184	13	Cruzeiro	
184	14	Cruzeiro	
184	15	Cruzeiro	
184	16	Cruzeiro	
184	17	Cruzeiro	
184	18	Cruzeiro	
184	19	Cruzeiro	
184	20	Cruzeiro	
184	21	Cruzeiro	
184	22	Cruzeiro	
184	23	Cruzeiro	
184	24	Cruzeiro	
184	25	Cruzeiro	
184	26	Cruzeiro	
184	27	Cruzeiro	
184	28	Cruzeiro	
184	29	Cruzeiro	
184	30	Cruzeiro	
184	31	Cruzeiro	
184	32	Cruzeiro	
184	33	Cruzeiro	
184	34	Cruzeiro	
184	35	Cruzeiro	
184	36	Cruzeiro	
184	37	Cruzeiro	
184	38	Cruzeiro	
184	39	Cruzeiro	
184	40	Cruzeiro	
185	1	Cruzeiro	
185	2	Cruzeiro	
185	3	Cruzeiro	
185	4	Cruzeiro	
185	5	Cruzeiro	
185	6	Cruzeiro	
185	7	Cruzeiro	
185	8	Cruzeiro	
185	9	Cruzeiro	
185	10	Cruzeiro	
185	11	Cruzeiro	
185	12	Cruzeiro	
185	13	Cruzeiro	
185	14	Cruzeiro	
185	15	Cruzeiro	
185	16	Cruzeiro	
185	17	Cruzeiro	
185	18	Cruzeiro	
185	19	Cruzeiro	
185	20	Cruzeiro	
185	21	Cruzeiro	
185	22	Cruzeiro	
185	23	Cruzeiro	
185	24	Cruzeiro	
185	25	Cruzeiro	
185	26	Cruzeiro	
185	27	Cruzeiro	
185	28	Cruzeiro	
185	29	Cruzeiro	
185	30	Cruzeiro	
185	31	Cruzeiro	
185	32	Cruzeiro	
185	33	Cruzeiro	
185	34	Cruzeiro	
185	35	Cruzeiro	
185	36	Cruzeiro	
185	37	Cruzeiro	
185	38	Cruzeiro	
185	39	Cruzeiro	
185	40	Cruzeiro	
186	1	Cruzeiro	
186	2	Cruzeiro	
186	3	Cruzeiro	
186	4	Cruzeiro	
186	5	Cruzeiro	
186	6	Cruzeiro	
186	7	Cruzeiro	
186	8	Cruzeiro	
186	9	Cruzeiro	
186	10	Cruzeiro	
186	11	Cruzeiro	
186	12	Cruzeiro	
186	13	Cruzeiro	
186	14	Cruzeiro	
186	15	Cruzeiro	
186	16	Cruzeiro	
186	17	Cruzeiro	
186	18	Cruzeiro	
186	19	Cruzeiro	
186	20	Cruzeiro	
186	21	Cruzeiro	
186	22	Cruzeiro	
186	23	Cruzeiro	
186	24	Cruzeiro	
186	25	Cruzeiro	
186	26	Cruzeiro	
186	27	Cruzeiro	
186	28	Cruzeiro	
186	29	Cruzeiro	
186	30	Cruzeiro	
186	31	Cruzeiro	
186	32	Cruzeiro	
186	33	Cruzeiro	
186	34	Cruzeiro	
186	35	Cruzeiro	
186	36	Cruzeiro	
186	37	Cruzeiro	
186	38	Cruzeiro	
186	39	Cruzeiro	
186	40	Cruzeiro	
187	1	Cruzeiro	
187	2	Cruzeiro	
187	3	Cruzeiro	
187	4	Cruzeiro	
187	5	Cruzeiro	
187	6	Cruzeiro	
187	7	Cruzeiro	
187	8	Cruzeiro	
187	9	Cruzeiro	
187	10	Cruzeiro	
187	11	Cruzeiro	
187	12	Cruzeiro	
187	13	Cruzeiro	
187	14	Cruzeiro	
187	15	Cruzeiro	
187	16	Cruzeiro	
187	17	Cruzeiro	
187	18	Cruzeiro	
187	19	Cruzeiro	
187	20	Cruzeiro	
187	21	Cruzeiro	
187	22	Cruzeiro	
187	23	Cruzeiro	
187	24	Cruzeiro	
187	25	Cruzeiro	
187	26	Cruzeiro	
187	27	Cruzeiro	
187	28	Cruzeiro	
187	29	Cruzeiro	
187	30	Cruzeiro	
187	31	Cruzeiro	
187	32	Cruzeiro	
187	33	Cruzeiro	
187	34	Cruzeiro	
187	35	Cruzeiro	
187	36	Cruzeiro	
187	37	Cruzeiro	
187	38	Cruzeiro	
187	39	Cruzeiro	
187	40	Cruzeiro	
188	1	Cruzeiro	
188	2	Cruzeiro	
188	3	Cruzeiro	
188	4	Cruzeiro	
188	5	Cruzeiro	
188	6	Cruzeiro	
188	7	Cruzeiro	
188	8	Cruzeiro	
188	9	Cruzeiro	
188	10	Cruzeiro	
188	11	Cruzeiro	
188	12	Cruzeiro	
188	13	Cruzeiro	
188	14	Cruzeiro	
188	15	Cruzeiro	
188	16	Cruzeiro	
188	17	Cruzeiro	
188	18	Cruzeiro	
188	19	Cruzeiro	
188	20	Cruzeiro	
188	21	Cruzeiro	
188	22	Cruzeiro	
188	23	Cruzeiro	
188	24	Cruzeiro	
188	25	Cruzeiro	
188	26	Cruzeiro	
188	27	Cruzeiro	
188	28	Cruzeiro	
188	29	Cruzeiro	
188	30	Cruzeiro	
188	31	Cruzeiro	
188	32	Cruzeiro	
188	33	Cruzeiro	
188	34	Cruzeiro	
188	35	Cruzeiro	
188	36	Cruzeiro	
188	37	Cruzeiro	
188	38	Cruzeiro	
188	39	Cruzeiro	
188	40	Cruzeiro	
189	1	Cruzeiro	
189	2	Cruzeiro	
189	3	Cruzeiro	
189	4	Cruzeiro	
189	5	Cruzeiro	
189	6	Cruzeiro	
189	7	Cruzeiro	
189	8	Cruzeiro	
189	9	Cruzeiro	
189	10	Cruzeiro	
189	11	Cruzeiro	
189	12	Cruzeiro	
189	13	Cruzeiro	
189	14	Cruzeiro	
189	15	Cruzeiro	
189	16	Cruzeiro	
189	17	Cruzeiro	
189	18	Cruzeiro	
189	19	Cruzeiro	
189	20	Cruzeiro	
189	21	Cruzeiro	
189	22	Cruzeiro	
189	23	Cruzeiro	
189	24	Cruzeiro	
189	25	Cruzeiro	
189	26	Cruzeiro	
189	27	Cruzeiro	
189	28	Cruzeiro	
189	29	Cruzeiro	
189	30	Cruzeiro	
189	31	Cruzeiro	
189	32	Cruzeiro	
189	33	Cruzeiro	
189	34	Cruzeiro	
189	35	Cruzeiro	
189	36	Cruzeiro	
189	37	Cruzeiro	
189	38	Cruzeiro	
189	39	Cruzeiro	
189	40	Cruzeiro	
190	1	Cruzeiro	
190	2	Cruzeiro	
190	3	Cruzeiro	
190	4	Cruzeiro	
190	5	Cruzeiro	
190	6	Cruzeiro	
190	7	Cruzeiro	
190	8	Cruzeiro	
190	9	Cruzeiro	
190	10	Cruzeiro	
190	11	Cruzeiro	
190	12	Cruzeiro	
190	13	Cruzeiro	
190	14	Cruzeiro	
190	15	Cruzeiro	
190	16	Cruzeiro	
190	17	Cruzeiro	
190	18	Cruzeiro	
190	19	Cruzeiro	
190	20	Cruzeiro	
190	21	Cruzeiro	
190	22	Cruzeiro	
190	23	Cruzeiro	
190	24	Cruzeiro	
190	25	Cruzeiro	
190	26	Cruzeiro	
190	27	Cruzeiro	
190	28	Cruzeiro	
190	29	Cruzeiro	
190	30	Cruzeiro	
190	31	Cruzeiro	
190	32	Cruzeiro	
190	33	Cruzeiro	
190	34	Cruzeiro	
190	35	Cruzeiro	
190	36	Cruzeiro	
190	37	Cruzeiro	
190	38	Cruzeiro	
190	39	Cruzeiro	
190	40	Cruzeiro	
191	1	Cruzeiro	
191	2	Cruzeiro	
191	3	Cruzeiro	
191	4	Cruzeiro	
191	5	Cruzeiro	
191	6	Cruzeiro	
191	7	Cruzeiro	
191	8	Cruzeiro	
191	9	Cruzeiro	
191	10	Cruzeiro	
191	11	Cruzeiro	
191	12	Cruzeiro	
191	13	Cruzeiro	
191	14	Cruzeiro	
191	15	Cruzeiro	
191	16	Cruzeiro	
191	17	Cruzeiro	
191	18	Cruzeiro	
191	19	Cruzeiro	
191	20	Cruzeiro	
191	21	Cruzeiro	
191	22	Cruzeiro	
191	23	Cruzeiro	
191	24	Cruzeiro	
191	25	Cruzeiro	
191	26	Cruzeiro	
191	27	Cruzeiro	
191	28	Cruzeiro	
191	29	Cruzeiro	
191	30	Cruzeiro	
191	31	Cruzeiro	
191	32	Cruzeiro	
191	33	Cruzeiro	
191	34	Cruzeiro	
191	35	Cruzeiro	
191	36	Cruzeiro	
191	37	Cruzeiro	
191	38	Cruzeiro	
191	39	Cruzeiro	
191	40	Cruzeiro	
192	1	Cruzeiro	
192	2	Cruzeiro	
192	3	Cruzeiro	
192	4	Cruzeiro	
192	5	Cruzeiro	
192	6	Cruzeiro	
192	7	Cruzeiro	
192	8	Cruzeiro	
192	9	Cruzeiro	
192	10	Cruzeiro	
192	11	Cruzeiro	
192	12	Cruzeiro	
192	13	Cruzeiro	
192	14	Cruzeiro	
192	15	Cruzeiro	
192	16	Cruzeiro	
192	17	Cruzeiro	
192	18	Cruzeiro	
192	19	Cruzeiro	
192	20	Cruzeiro	
192	21	Cruzeiro	
192	22	Cruzeiro	
192	23	Cruzeiro	
192	24	Cruzeiro	
192	25	Cruzeiro	
192	26	Cruzeiro	
192	27	Cruzeiro	
192	28	Cruzeiro	
192	29	Cruzeiro	
192	30	Cruzeiro	
192	31	Cruzeiro	
192	32	Cruzeiro	
192	33	Cruzeiro	
192	34	Cruzeiro	
192	35	Cruzeiro	
192	36	Cruzeiro	
192	37	Cruzeiro	
192	38	Cruzeiro	
192	39	Cruzeiro	
192	40	Cruzeiro	
193	1	Cruzeiro	
193	2	Cruzeiro	
193	3	Cruzeiro	
193	4	Cruzeiro	
193	5	Cruzeiro	
193	6	Cruzeiro	
193	7	Cruzeiro	
193	8	Cruzeiro	
193	9	Cruzeiro	
193	10	Cruzeiro	
193	11	Cruzeiro	
193	12	Cruzeiro	
193	13	Cruzeiro	
193	14	Cruzeiro	
193	15	Cruzeiro	
193	16	Cruzeiro	
193	17	Cruzeiro	
193	18	Cruzeiro	
193	19	Cruzeiro	
193	20	Cruzeiro	
193	21	Cruzeiro	
193	22	Cruzeiro	
193	23	Cruzeiro	
193	24	Cruzeiro	
193	25	Cruzeiro	
193	26	Cruzeiro	
193	27	Cruzeiro	
193	28	Cruzeiro	
193	29	Cruzeiro	
193	30	Cruzeiro	
193	31	Cruzeiro	
193	32	Cruzeiro	
193	33	Cruzeiro	
193	34	Cruzeiro	
193	35	Cruzeiro	
193	36	Cruzeiro	
193	37	Cruzeiro	
193	38	Cruzeiro	
193	39	Cruzeiro	
193	40	Cruzeiro	
148	1	Ala	1
148	2	Ala	1
148	3	Ala	1
148	4	Ala	1
148	5	Ala	1
148	6	Ala	1
148	7	Ala	1
148	8	Ala	1
148	9	Ala	1
148	10	Ala	1
148	11	Ala	1
148	12	Ala	1
148	13	Ala	1
148	14	Ala	1
148	15	Ala	1
148	16	Ala	1
148	17	Ala	1
148	18	Ala	1
148	19	Ala	1
148	20	Ala	1
148	21	Ala	1
148	22	Ala	1
148	23	Ala	1
148	24	Ala	1
148	25	Ala	1
148	26	Ala	1
148	27	Ala	1
148	28	Ala	1
148	29	Ala	1
148	30	Ala	1
148	31	Ala	1
148	32	Ala	1
148	33	Ala	1
148	34	Ala	1
148	35	Ala	1
148	36	Ala	1
148	37	Ala	1
148	38	Ala	1
148	39	Ala	1
148	40	Ala	1
149	1	Ala	1
149	2	Ala	1
149	3	Ala	1
149	4	Ala	1
149	5	Ala	1
149	6	Ala	1
149	7	Ala	1
149	8	Ala	1
149	9	Ala	1
149	10	Ala	1
149	11	Ala	1
149	12	Ala	1
149	13	Ala	1
149	14	Ala	1
149	15	Ala	1
149	16	Ala	1
149	17	Ala	1
149	18	Ala	1
149	19	Ala	1
149	20	Ala	1
149	21	Ala	1
149	22	Ala	1
149	23	Ala	1
149	24	Ala	1
149	25	Ala	1
149	26	Ala	1
149	27	Ala	1
149	28	Ala	1
149	29	Ala	1
149	30	Ala	1
149	31	Ala	1
149	32	Ala	1
149	33	Ala	1
149	34	Ala	1
149	35	Ala	1
149	36	Ala	1
149	37	Ala	1
149	38	Ala	1
149	39	Ala	1
149	40	Ala	1
150	1	Ala	1
150	2	Ala	1
150	3	Ala	1
150	4	Ala	1
150	5	Ala	1
